Period,Number,BigSmall,Color
20260527099996509,9,Big,Green
20260527099996508,6,Big,Red
20260527099996507,4,Small,Red
20260527099996506,7,Big,Green
20260527099996505,5,Big,Green Violet
20260527099996504,7,Big,Green
20260527099996503,9,Big,Green
20260527099996502,5,Big,Green Violet
20260527099996501,1,Small,Green
20260527099996500,5,Big,Green Violet
20260527099996499,1,Small,Green
20260527099996498,3,Small,Green
20260527099996497,4,Small,Red
20260527099996496,4,Small,Red
20260527099996495,7,Big,Green
20260527099996494,8,Big,Red
20260527099996493,6,Big,Red
20260527099996492,1,Small,Green
20260527099996491,3,Small,Green
20260527099996490,0,Small,Red Violet
20260527099996489,7,Big,Green
20260527099996488,1,Small,Green
20260527099996487,4,Small,Red
20260527099996486,6,Big,Red
20260527099996485,6,Big,Red
20260527099996484,7,Big,Green
20260527099996483,1,Small,Green
20260527099996482,6,Big,Red
20260527099996481,1,Small,Green
20260527099996480,8,Big,Red
20260527099996479,7,Big,Green
20260527099996478,0,Small,Red Violet
20260527099996477,6,Big,Red
20260527099996476,5,Big,Green Violet
20260527099996475,7,Big,Green
20260527099996474,2,Small,Red
20260527099996473,9,Big,Green
20260527099996472,5,Big,Green Violet
20260527099996471,3,Small,Green
20260527099996470,6,Big,Red
20260527099996469,4,Small,Red
20260527099996468,2,Small,Red
20260527099996467,4,Small,Red
20260527099996466,4,Small,Red
20260527099996465,0,Small,Red Violet
20260527099996464,6,Big,Red
20260527099996463,7,Big,Green
20260527099996462,5,Big,Green Violet
20260527099996461,4,Small,Red
20260527099996460,6,Big,Red
20260527099996459,2,Small,Red
20260527099996458,6,Big,Red
20260527099996457,9,Big,Green
20260527099996456,4,Small,Red
20260527099996455,0,Small,Red Violet
20260527099996454,1,Small,Green
20260527099996453,5,Big,Green Violet
20260527099996452,9,Big,Green
20260527099996451,6,Big,Red
20260527099996450,7,Big,Green
20260527099996449,1,Small,Green
20260527099996448,8,Big,Red
20260527099996447,7,Big,Green
20260527099996446,6,Big,Red
20260527099996445,2,Small,Red
20260527099996444,9,Big,Green
20260527099996443,7,Big,Green
20260527099996442,5,Big,Green Violet
20260527099996441,3,Small,Green
20260527099996440,6,Big,Red
20260527099996439,1,Small,Green
20260527099996438,2,Small,Red
20260527099996437,9,Big,Green
20260527099996436,4,Small,Red
20260527099996435,4,Small,Red
20260527099996434,7,Big,Green
20260527099996433,0,Small,Red Violet
20260527099996432,6,Big,Red
20260527099996431,5,Big,Green Violet
20260527099996430,4,Small,Red
20260527099996429,7,Big,Green
20260527099996428,9,Big,Green
20260527099996427,3,Small,Green
20260527099996426,7,Big,Green
20260527099996425,8,Big,Red
20260527099996424,1,Small,Green
20260527099996423,9,Big,Green
20260527099996422,2,Small,Red
20260527099996421,3,Small,Green
20260527099996420,7,Big,Green
20260527099996419,0,Small,Red Violet
20260527099996418,0,Small,Red Violet
20260527099996417,4,Small,Red
20260527099996416,5,Big,Green Violet
20260527099996415,1,Small,Green
20260527099996414,8,Big,Red
20260527099996413,8,Big,Red
20260527099996412,1,Small,Green
20260527099996411,4,Small,Red
20260527099996410,5,Big,Green Violet
20260527099996409,2,Small,Red
20260527099996408,2,Small,Red
20260527099996407,3,Small,Green
20260527099996406,2,Small,Red
20260527099996405,4,Small,Red
20260527099996404,9,Big,Green
20260527099996403,9,Big,Green
20260527099996402,8,Big,Red
20260527099996401,1,Small,Green
20260527099996400,0,Small,Red Violet
20260527099996399,5,Big,Green Violet
20260527099996398,5,Big,Green Violet
20260527099996397,9,Big,Green
20260527099996396,9,Big,Green
20260527099996395,3,Small,Green
20260527099996394,3,Small,Green
20260527099996393,2,Small,Red
20260527099996392,3,Small,Green
20260527099996391,3,Small,Green
20260527099996390,9,Big,Green
20260527099996389,1,Small,Green
20260527099996388,9,Big,Green
20260527099996387,2,Small,Red
20260527099996386,3,Small,Green
20260527099996385,1,Small,Green
20260527099996384,8,Big,Red
20260527099996383,8,Big,Red
20260527099996382,7,Big,Green
20260527099996381,0,Small,Red Violet
20260527099996380,9,Big,Green
20260527099996379,8,Big,Red
20260527099996378,2,Small,Red
20260527099996377,2,Small,Red
20260527099996376,0,Small,Red Violet
20260527099996375,4,Small,Red
20260527099996374,6,Big,Red
20260527099996373,4,Small,Red
20260527099996372,4,Small,Red
20260527099996371,8,Big,Red
20260527099996370,3,Small,Green
20260527099996369,0,Small,Red Violet
20260527099996368,2,Small,Red
20260527099996367,2,Small,Red
20260527099996366,5,Big,Green Violet
20260527099996365,5,Big,Green Violet
20260527099996364,8,Big,Red
20260527099996363,1,Small,Green
20260527099996362,1,Small,Green
20260527099996361,2,Small,Red
20260527099996360,9,Big,Green
20260527099996359,6,Big,Red
20260527099996358,2,Small,Red
20260527099996357,5,Big,Green Violet
20260527099996356,4,Small,Red
20260527099996355,8,Big,Red
20260527099996354,1,Small,Green
20260527099996353,8,Big,Red
20260527099996352,4,Small,Red
20260527099996351,0,Small,Red Violet
20260527099996350,4,Small,Red
20260527099996349,4,Small,Red
20260527099996348,0,Small,Red Violet
20260527099996347,2,Small,Red
20260527099996346,0,Small,Red Violet
20260527099996345,0,Small,Red Violet
20260527099996344,6,Big,Red
20260527099996343,8,Big,Red
20260527099996342,3,Small,Green
20260527099996341,7,Big,Green
20260527099996340,7,Big,Green
20260527099996339,0,Small,Red Violet
20260527099996338,4,Small,Red
20260527099996337,8,Big,Red
20260527099996336,5,Big,Green Violet
20260527099996335,1,Small,Green
20260527099996334,9,Big,Green
20260527099996333,2,Small,Red
20260527099996332,0,Small,Red Violet
20260527099996331,7,Big,Green
20260527099996330,4,Small,Red
20260527099996329,2,Small,Red
20260527099996328,2,Small,Red
20260527099996327,7,Big,Green
20260527099996326,0,Small,Red Violet
20260527099996325,9,Big,Green
20260527099996324,2,Small,Red
20260527099996323,9,Big,Green
20260527099996322,5,Big,Green Violet
20260527099996321,7,Big,Green
20260527099996320,7,Big,Green
20260527099996319,1,Small,Green
20260527099996318,9,Big,Green
20260527099996317,4,Small,Red
20260527099996316,7,Big,Green
20260527099996315,8,Big,Red
20260527099996314,4,Small,Red
20260527099996313,8,Big,Red
20260527099996312,6,Big,Red
20260527099996311,3,Small,Green
20260527099996310,5,Big,Green Violet
20260527099996309,6,Big,Red
20260527099996308,8,Big,Red
20260527099996307,2,Small,Red
20260527099996306,2,Small,Red
20260527099996305,0,Small,Red Violet
20260527099996304,0,Small,Red Violet
20260527099996303,5,Big,Green Violet
20260527099996302,4,Small,Red
20260527099996301,9,Big,Green
20260527099996300,0,Small,Red Violet
20260527099996299,5,Big,Green Violet
20260527099996298,8,Big,Red
20260527099996297,1,Small,Green
20260527099996296,5,Big,Green Violet
20260527099996295,3,Small,Green
20260527099996294,8,Big,Red
20260527099996293,1,Small,Green
20260527099996292,7,Big,Green
20260527099996291,8,Big,Red
20260527099996290,9,Big,Green
20260527099996289,6,Big,Red
20260527099996288,2,Small,Red
20260527099996287,3,Small,Green
20260527099996286,8,Big,Red
20260527099996285,9,Big,Green
20260527099996284,5,Big,Green Violet
20260527099996283,5,Big,Green Violet
20260527099996282,8,Big,Red
20260527099996281,5,Big,Green Violet
20260527099996280,8,Big,Red
20260527099996279,7,Big,Green
20260527099996278,2,Small,Red
20260527099996277,8,Big,Red
20260527099996276,4,Small,Red
20260527099996275,8,Big,Red
20260527099996274,1,Small,Green
20260527099996273,5,Big,Green Violet
20260527099996272,1,Small,Green
20260527099996271,4,Small,Red
20260527099996270,8,Big,Red
20260527099996269,7,Big,Green
20260527099996268,5,Big,Green Violet
20260527099996267,5,Big,Green Violet
20260527099996266,5,Big,Green Violet
20260527099996265,4,Small,Red
20260527099996264,7,Big,Green
20260527099996263,0,Small,Red Violet
20260527099996262,7,Big,Green
20260527099996261,2,Small,Red
20260527099996260,5,Big,Green Violet
20260527099996259,9,Big,Green
20260527099996258,6,Big,Red
20260527099996257,9,Big,Green
20260527099996256,5,Big,Green Violet
20260527099996255,0,Small,Red Violet
20260527099996254,6,Big,Red
20260527099996253,8,Big,Red
20260527099996252,4,Small,Red
20260527099996251,2,Small,Red
20260527099996250,4,Small,Red
20260527099996249,1,Small,Green
20260527099996248,7,Big,Green
20260527099996247,2,Small,Red
20260527099996246,5,Big,Green Violet
20260527099996245,9,Big,Green
20260527099996244,4,Small,Red
20260527099996243,0,Small,Red Violet
20260527099996242,7,Big,Green
20260527099996241,1,Small,Green
20260527099996240,2,Small,Red
20260527099996239,8,Big,Red
20260527099996238,4,Small,Red
20260527099996237,6,Big,Red
20260527099996236,7,Big,Green
20260527099996235,8,Big,Red
20260527099996234,0,Small,Red Violet
20260527099996233,2,Small,Red
20260527099996232,4,Small,Red
20260527099996231,5,Big,Green Violet
20260527099996230,0,Small,Red Violet
20260527099996229,7,Big,Green
20260527099996228,8,Big,Red
20260527099996227,6,Big,Red
20260527099996226,6,Big,Red
20260527099996225,7,Big,Green
20260527099996224,0,Small,Red Violet
20260527099996223,0,Small,Red Violet
20260527099996222,7,Big,Green
20260527099996221,1,Small,Green
20260527099996220,7,Big,Green
20260527099996219,8,Big,Red
20260527099996218,4,Small,Red
20260527099996217,1,Small,Green
20260527099996216,8,Big,Red
20260527099996215,2,Small,Red
20260527099996214,7,Big,Green
20260527099996213,3,Small,Green
20260527099996212,4,Small,Red
20260527099996211,0,Small,Red Violet
20260527099996210,2,Small,Red
20260527099996209,6,Big,Red
20260527099996208,4,Small,Red
20260527099996207,9,Big,Green
20260527099996206,6,Big,Red
20260527099996205,5,Big,Green Violet
20260527099996204,5,Big,Green Violet
20260527099996203,2,Small,Red
20260527099996202,4,Small,Red
20260527099996201,3,Small,Green
20260527099996200,2,Small,Red
20260527099996199,0,Small,Red Violet
20260527099996198,0,Small,Red Violet
20260527099996197,8,Big,Red
20260527099996196,0,Small,Red Violet
20260527099996195,6,Big,Red
20260527099996194,2,Small,Red
20260527099996193,0,Small,Red Violet
20260527099996192,5,Big,Green Violet
20260527099996191,8,Big,Red
20260527099996190,7,Big,Green
20260527099996189,8,Big,Red
20260527099996188,7,Big,Green
20260527099996187,7,Big,Green
20260527099996186,5,Big,Green Violet
20260527099996185,7,Big,Green
20260527099996184,2,Small,Red
20260527099996183,0,Small,Red Violet
20260527099996182,9,Big,Green
20260527099996181,3,Small,Green
20260527099996180,0,Small,Red Violet
20260527099996179,0,Small,Red Violet
20260527099996178,9,Big,Green
20260527099996177,7,Big,Green
20260527099996176,4,Small,Red
20260527099996175,9,Big,Green
20260527099996174,7,Big,Green
20260527099996173,3,Small,Green
20260527099996172,9,Big,Green
20260527099996171,2,Small,Red
20260527099996170,3,Small,Green
20260527099996169,4,Small,Red
20260527099996168,7,Big,Green
20260527099996167,0,Small,Red Violet
20260527099996166,0,Small,Red Violet
20260527099996165,6,Big,Red
20260527099996164,5,Big,Green Violet
20260527099996163,4,Small,Red
20260527099996162,4,Small,Red
20260527099996161,8,Big,Red
20260527099996160,4,Small,Red
20260527099996159,5,Big,Green Violet
20260527099996158,9,Big,Green
20260527099996157,3,Small,Green
20260527099996156,0,Small,Red Violet
20260527099996155,0,Small,Red Violet
20260527099996154,3,Small,Green
20260527099996153,3,Small,Green
20260527099996152,9,Big,Green
20260527099996151,7,Big,Green
20260527099996150,2,Small,Red
20260527099996149,8,Big,Red
20260527099996148,8,Big,Red
20260527099996147,6,Big,Red
20260527099996146,5,Big,Green Violet
20260527099996145,3,Small,Green
20260527099996144,5,Big,Green Violet
20260527099996143,8,Big,Red
20260527099996142,5,Big,Green Violet
20260527099996141,1,Small,Green
20260527099996140,3,Small,Green
20260527099996139,2,Small,Red
20260527099996138,9,Big,Green
20260527099996137,4,Small,Red
20260527099996136,0,Small,Red Violet
20260527099996135,2,Small,Red
20260527099996134,5,Big,Green Violet
20260527099996133,2,Small,Red
20260527099996132,0,Small,Red Violet
20260527099996131,3,Small,Green
20260527099996130,8,Big,Red
20260527099996129,0,Small,Red Violet
20260527099996128,4,Small,Red
20260527099996127,5,Big,Green Violet
20260527099996126,2,Small,Red
20260527099996125,7,Big,Green
20260527099996124,3,Small,Green
20260527099996123,8,Big,Red
20260527099996122,4,Small,Red
20260527099996121,2,Small,Red
20260527099996120,8,Big,Red
20260527099996119,8,Big,Red
20260527099996118,3,Small,Green
20260527099996117,1,Small,Green
20260527099996116,2,Small,Red
20260527099996115,5,Big,Green Violet
20260527099996114,3,Small,Green
20260527099996113,7,Big,Green
20260527099996112,2,Small,Red
20260527099996111,5,Big,Green Violet
20260527099996110,3,Small,Green
20260527099996109,2,Small,Red
20260527099996108,2,Small,Red
20260527099996107,6,Big,Red
20260527099996106,1,Small,Green
20260527099996105,7,Big,Green
20260527099996104,7,Big,Green
20260527099996103,0,Small,Red Violet
20260527099996102,0,Small,Red Violet
20260527099996101,1,Small,Green
20260527099996100,0,Small,Red Violet
20260527099996099,5,Big,Green Violet
20260527099996098,2,Small,Red
20260527099996097,6,Big,Red
20260527099996096,5,Big,Green Violet
20260527099996095,9,Big,Green
20260527099996094,2,Small,Red
20260527099996093,0,Small,Red Violet
20260527099996092,2,Small,Red
20260527099996091,8,Big,Red
20260527099996090,8,Big,Red
20260527099996089,6,Big,Red
20260527099996088,6,Big,Red
20260527099996087,7,Big,Green
20260527099996086,3,Small,Green
20260527099996085,7,Big,Green
20260527099996084,7,Big,Green
20260527099996083,7,Big,Green
20260527099996082,6,Big,Red
20260527099996081,8,Big,Red
20260527099996080,5,Big,Green Violet
20260527099996079,1,Small,Green
20260527099996078,6,Big,Red
20260527099996077,7,Big,Green
20260527099996076,1,Small,Green
20260527099996075,3,Small,Green
20260527099996074,5,Big,Green Violet
20260527099996073,1,Small,Green
20260527099996072,4,Small,Red
20260527099996071,6,Big,Red
20260527099996070,9,Big,Green
20260527099996069,3,Small,Green
20260527099996068,7,Big,Green
20260527099996067,9,Big,Green
20260527099996066,5,Big,Green Violet
20260527099996065,8,Big,Red
20260527099996064,9,Big,Green
20260527099996063,8,Big,Red
20260527099996062,1,Small,Green
20260527099996061,9,Big,Green
20260527099996060,4,Small,Red
20260527099996059,6,Big,Red
20260527099996058,7,Big,Green
20260527099996057,0,Small,Red Violet
20260527099996056,1,Small,Green
20260527099996055,3,Small,Green
20260527099996054,1,Small,Green
20260527099996053,9,Big,Green
20260527099996052,8,Big,Red
20260527099996051,6,Big,Red
20260527099996050,5,Big,Green Violet
20260527099996049,2,Small,Red
20260527099996048,4,Small,Red
20260527099996047,1,Small,Green
20260527099996046,4,Small,Red
20260527099996045,1,Small,Green
20260527099996044,8,Big,Red
20260527099996043,1,Small,Green
20260527099996042,3,Small,Green
20260527099996041,2,Small,Red
20260527099996040,0,Small,Red Violet
20260527099996039,1,Small,Green
20260527099996038,3,Small,Green
20260527099996037,1,Small,Green
20260527099996036,1,Small,Green
20260527099996035,6,Big,Red
20260527099996034,5,Big,Green Violet
20260527099996033,8,Big,Red
20260527099996032,0,Small,Red Violet
20260527099996031,2,Small,Red
20260527099996030,8,Big,Red
20260527099996029,7,Big,Green
20260527099996028,9,Big,Green
20260527099996027,1,Small,Green
20260527099996026,2,Small,Red
20260527099996025,8,Big,Red
20260527099996024,3,Small,Green
20260527099996023,2,Small,Red
20260527099996022,9,Big,Green
20260527099996021,2,Small,Red
20260527099996020,3,Small,Green
20260527099996019,9,Big,Green
20260527099996018,8,Big,Red
20260527099996017,7,Big,Green
20260527099996016,9,Big,Green
20260527099996015,3,Small,Green
20260527099996014,7,Big,Green
20260527099996013,6,Big,Red
20260527099996012,1,Small,Green
20260527099996011,8,Big,Red
20260527099996010,0,Small,Red Violet
20260527099996009,4,Small,Red
20260527099996008,1,Small,Green
20260527099996007,6,Big,Red
20260527099996006,8,Big,Red
20260527099996005,7,Big,Green
20260527099996004,1,Small,Green
20260527099996003,4,Small,Red
20260527099996002,8,Big,Red
20260527099996001,2,Small,Red
20260527099996000,1,Small,Green
20260527099995999,5,Big,Green Violet
20260527099995998,1,Small,Green
20260527099995997,0,Small,Red Violet
20260527099995996,0,Small,Red Violet
20260527099995995,1,Small,Green
20260527099995994,8,Big,Red
20260527099995993,1,Small,Green
20260527099995992,9,Big,Green
20260527099995991,5,Big,Green Violet
20260527099995990,7,Big,Green
20260527099995989,4,Small,Red
20260527099995988,1,Small,Green
20260527099995987,8,Big,Red
20260527099995986,0,Small,Red Violet
20260527099995985,4,Small,Red
20260527099995984,1,Small,Green
20260527099995983,9,Big,Green
20260527099995982,1,Small,Green
20260527099995981,1,Small,Green
20260527099995980,2,Small,Red
20260527099995979,5,Big,Green Violet
20260527099995978,5,Big,Green Violet
20260527099995977,4,Small,Red
20260527099995976,7,Big,Green
20260527099995975,0,Small,Red Violet
